,topic,model_name,summ_sent,sent_label,exp,type,category
461,The political motives behind the high-level meetings,model_B,"The U.S. government has satellite pictures showing that Iraq has converted trucks meant for humanitarian use into military trucks, which is a lie according to Colin Powell, as the U.S. government has been looking for weapons of mass destruction for three years and Iraq has claimed they have no weapons of mass destruction.",no,This misconstrues what Colin Powell thinks is a lie. The sentence makes it sound like he thinks the fact that Iraq has converted humanitarian vehicles into military vehicles is a lie.,Reasoning Error,main
464,The political motives behind the high-level meetings,model_C,"The Iraqis are using the meetings as a diversion to buy time to avoid having inspectors in the country, which they fear will result in the discovery of their weapons.",no,"The way this is written portrays it as fact that Iraq has weapons of mass destruction, when it is actually speculation.",Stating Opinion as Fact,main
482,Gratuitous shots at Megyn Kelly,model_D,He also complained about her handling of a debate confrontation with Dr. Cornel West.,no,Kelly's interaction with Dr. Cornel West was never specified to be a debate.,Nuanced Meaning Shift,marginal
490,Jeb Bush and Trump's immigration stance,model_B,"Trump has made immigration a key issue in his campaign and has called for a wall along the US-Mexico border, while Bush has emphasized a more moderate approach, advocating for a pathway to citizenship for undocumented immigrants.",no,"The text does not mention Trump or Bush's specific views on immigration, such as Trump call for a wall along the US-Mexico border or Bush's advocacy for a pathway to citizenship for undocumented immigrants.",Extrinsic Information,main
492,Jeb Bush and Trump's immigration stance,model_C,"Jeb Bush and Donald Trump have differing immigration stances, with Bush advocating for a path to citizenship for undocumented immigrants and Trump proposing a border wall and reducing overall immigration levels.",no,The text does not mentions Bush or Trump's stances on immigration.,Extrinsic Information,main
493,Jeb Bush and Trump's immigration stance,model_D,"Jeb Bush criticized Donald Trump for using the term ""anchor babies"" to refer to U.S.-born children of undocumented immigrants, and argued that Trump's position on immigration, which includes a call for mass deportation, is not practical or compassionate.",no,"The text indicates that it was Donald Trump who criticized Jeb Bush for using the term ""anchor babies"". The text does not include a definition of the term or information about Trump's position on immigration.","Mis-Referencing, Extrinsic Information",main
494,Jeb Bush and Trump's immigration stance,model_D,"Trump has been criticized for his harsh rhetoric on immigration, but his position has been popular with the Republican base.",no,"The text mentions that Trump has been criticized for his harsh rhetoric about women, not immigration. The text does not mention that Trump's position has been popular with the Republican base, but that has ""put the Republican Party in a tough position.""",Nuanced Meaning Shift,main
498,Jeb Bush and Trump's immigration stance,Model-Extra,"Trump also tweeted attacks on Megyn Kelly, though voters dislike his comments about women.",no,"It is the opinion of Trump supporters, and not a fact, that voters dislike Trump's comments about women.",Stating Opinion as Fact,main
499,Jeb Bush and Trump's immigration stance,model_E,"The discussion is about Jeb Bush's immigration stance being at odds with Donald Trump's, with Trump's use of the term ""anchor baby"" possibly hurting him in the California primary.",no,"The text includes a discussion about Jeb Bush and Donald Trump's conflicting stance on immigration, but it was Bush that used the term ""anchor baby"" and not Trump.",Mis-Referencing,main
504,Trump's comments about women,model_A,Donald Trump has made comments about women that have been criticized as inappropriate and offensive.,no,In the text we don't see any judgment towards Trump's words.,Extrinsic Information,main
